1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,000,0,000,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,020,0,408,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,041,0,816,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,061,1,224,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,082,1,633,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,102,2,041,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,122,2,449,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,143,2,857,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,163,3,265,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,184,3,673,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,204,4,082,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,224,4,490,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,245,4,898,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,265,5,306,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,286,5,714,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,306,6,122,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,327,6,531,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,347,6,939,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,367,7,347,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,388,7,755,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,408,8,163,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,429,8,571,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,449,8,980,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,469,9,388,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,490,9,796,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,510,10,204,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,531,10,612,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,551,11,020,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,571,11,429,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,592,11,837,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,612,12,245,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,633,12,653,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,653,13,061,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,673,13,469,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,694,13,878,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,714,14,286,1,000
1,000,0,000,0,000,0,000,0,000,0,999,-0,050,0,000,0,000,0,050,0,999,0,000,0,000,1,735,14,694,1,000
